Data;Label Sentimen;
# Bolehkah Jual Beli Emas Secara Online? Harga emas naik minat beli pun melonjak. Di tengah pergerakan harga yang kian menarik perhatian masyarakat semakin aktif berburu emas sebagai pilihan investasi. Simak Selengkapnya: https://t.co/wiwhWk5gh6 https://t.co/6h7FOvav7x,,https://x.com/undefined/status/2010838238882324701;Positif;
@cuddlingramen @OrangSawah23 Penghasilan itu tidak hanya dari gaji saja tapi semua termasuk investasi jual emas dll Yg 2024 bisa lapor di DJP Online Yang 2025 bisa tidak melapor karena berhak jika yakin di bawah 60 juta,,https://x.com/undefined/status/2009795073228296325;Positif;
Analisis IHSG 8 Januari 2026: Peluang Emas Menuju Level Psikologis 9.000 #Saham #IHSG https://t.co/iVq5TuRYU2,,https://x.com/undefined/status/2009240588370215288;Netral;
@daegullay @kukulakun @txtdarionlshop aku nabung emas digital di tring pegadaian kak aman sih tp kalo kamu aware dg syariah islam (if u a muslim) lebih baik cari hukumnya dlu sebelum coba jual beli emas digital yaa,,https://x.com/undefined/status/2005876512034001008;Positif;
@vunkhouser @anakminiso ga perlu takut kak emas digital di bsi aman 100% mulai nabungnya juga cuma 50rb ajaaa. info lebih lanjut dm ya kak,,https://x.com/undefined/status/1996404951250292999;Positif;
@worksfess Nabung emas di pegadaian digital (sejauh pengalaman gw dari 2025 awal) ï¸ Relatif naik ï¸ Bs nabung sejumlah cash on hand (nominal beli min. 10k aja) ï¸ Gaperlu close monitor (cenderung aman) ï¸ Bs diconvert ke LM ï¸ Kl tbtb butuh uangnya bs gadai. Jd nilai tabungan ga hilang,,https://x.com/undefined/status/2005810800729153647;Positif;
Investasi emas digital naik daun. Namun belakangan ini Beberapa aplikasi investasi emas masih langgeng sampai sekarang tetapi ada pula beberapa diantaranya yang terbelit skandal. #Emas #EmasDigital #InvestasiEmasDigital https://t.co/POKWI2Ko8c,,https://x.com/undefined/status/1751872115631145374;Positif;
Antam luncurkan emas digital e-Gold via aplikasi BRImo. Minimal beli 0 01 gram langsung masuk portofolio. Generasi Z mulai investasi tanpa ribet. Fintech + logam mulia = masa depan. #EmasDigital,,https://x.com/undefined/status/1988532365128347722;Positif;
Mulai dengan Rp 50 ribu hadiah kecil untuk masa depanmu #GIDR #TokenRWA #EmasDigital #InvestasiAman #InvestasiDigital #AsetMasaDepan #BlockchainIndonesia #RealWorldAsset https://t.co/igVXyHovQd,,https://x.com/undefined/status/1986620462244503915;Positif;
 Mulai kecil. Konsisten lebih penting dari besar. Emas bukan soal timing tapi soal ketahanan. #MenabungEmas #EmasDigital #LindungNilai #LiterasiKeuangan #StrategiInvestasi #UKMIndonesia #Inflasi #DiversifikasiAset https://t.co/j5gdlCoxk9,,https://x.com/undefined/status/1976199694662717838;Positif;
PAX Gold terus menguat seiring reli emas global didukung ekspektasi pemangkasan suku bunga dan lonjakan permintaan safe haven. BACA SELENGKAPNYA: https://t.co/bYlmod3jYt #emas #emasdigital #PAXGold #PAXG #crypto #cryptonews #asetkripto #beritakripto #crypto #cryptonews https://t.co/toWex1rQtu,,https://x.com/undefined/status/1962776392082571642;Positif;
Bybit hadirkan XAUT di jaringan TON dengan kampanye Earn eksklusif tawarkan imbal hasil emas digital hingga 100 persen APR. BACA SELENGKAPNYA: https://t.co/cyzljLCUSM #Bybit #emasdigital #ton #crypto #cryptonews #asetkripto #beritakripto #crypto #cryptonews #asetkripto https://t.co/PkteumgObu,,https://x.com/undefined/status/1962044803274985518;Positif;
@_okmarin Kata influencer kripto kan? Saya ada pengalaman lain temen saya orang Padang karyawan dari bujangan nabung emas sekarang udah naik haji mertuanya nabung emas sampe bisa beli rumah di Tebet ceritanya sama kayak sodara saya bukan investasi tapi jadi pilihan paling sederhana.,,https://x.com/undefined/status/1987165922646499648;Positif;
Yg punya uang dingin mending dr skrg investasi ke emas deh. Asli. Gaperlu nunggu turun harga. Pengalaman gue nunggu turun malah yg ada makin naik. Gue dlu mau beli pas 1 7/gr tp gajadi krn nunggu turun. Malah makin naik,,https://x.com/undefined/status/1976175765483098514;Positif;
@tanyakanrl Pengalaman pribadi. Km klo utk investasi lebib baik antam klo utk penggunaan pribadi baru pilih the palace. Aku ga rekomen sih klo berlian utk invest lbh mudah emas aplg LM merek antam. Klo emas perhiasaan aplg berlian ntr ribet klo ada minus pemakaian jd mending skip.,,https://x.com/undefined/status/1973263575075660173;Positif;
@Violettchill Mungkin pas lagi jaya jaya nya bisa dipersiapkan tabungan jangka panjang. Bentuknya bisa yang sambil investasi gitu kek emas atau Reksadana mungkin. Kalo ada pengalaman bisa dibikin bisnis juga,,https://x.com/undefined/status/1973263256656728441;Positif;
@fikri_os @hoteliercrypto @KriptoAngell @Nichead4 Sini gue bantu jawab berdasarkan pengalaman Kalau bisa sih uang modal diambil sisa profit nah uang hasil profit tadi disebar luaskan ke token atau instrumen investasi lain seperti emas saham dsb Jadi katakanlah kamu taruh untuk Link 1 juta profit 2 juta tarik @GiveRep,,https://x.com/undefined/status/1956584933931028709;Positif;
Bakal PANAS BANGET diburu.. Buat yang mau investasi emas dengan biaya yg rendah wajib baca ini dulu... #mengEMASkanindonesia Ada solusi dari pegadaian... Simak ya guys.. @kompasiana Baca ini ya https://t.co/eokUaFeaNz,,https://x.com/undefined/status/1954512186245550276;Positif;
@wibisonoys @detikcom @gusmusgusmu Saya menghargai pengalaman Anda sebagai advokat dalam kasus tol dan selamat atas kesuksesan anak-anak Anda dengan GenChi legal. Kekhawatiran valid: Kasus seperti deportasi WN China atas investasi fiktif (Juli 2025) dan tambang emas ilegal Yu Hao menunjukkan penyalahgunaan,,https://x.com/undefined/status/1953212084235505774;Negatif;
Pernah denger nggak bijaknya Warren Buffet 'Belilah ketika orang lain takut'? Market down jadi kesempatan emas buat kita. Dari pengalaman sendiri masa-masa sulit sering kali jadi awal mula investasi terbaik! Yakinlah sabar itu kuncinya. #InvestasiCerdas #SahamIndonesia,,https://x.com/undefined/status/1941041623108059531;Positif;
Mungkin kakakku berkaca sama pengalaman ibuku yg IRT dan nggak bisa nabung samsek jadi pas udah tua cuma ngandelin gaji alm bapakku. Nggak punya investasi juga. Kalau aku selain tabungan rencana aku juga nabung emas. Insya allah pas tua sebisa mungkin nggak menyusahkan anak.,,https://x.com/undefined/status/1933103134479630621;Positif;
Pengalaman menabung emas sejak dini membuktikan bahwa investasi kecil dapat menjelma menjadi penopang besar dalam hidup..... https://t.co/jcL0nvu5lE,,https://x.com/undefined/status/1929721856552288584;Positif;
Pengalaman Pakai Deposito Emas: Cuan atau Cuma Gimmick? Gw pikir emas itu cuma buat emak-emak. Ternyata buat ritel kayak gw juga bisa jadi cuan! Awalnya iseng tapi ternyata deposito emas bisa jadi alternatif investasi yang menarik. #KucingInvestor #GarongSaham #CakarCuan https://t.co/DKN3RF3gM1,,https://x.com/undefined/status/1928110149236867443;Positif;
@BukanPapaGula Aku klo jd kokoh pasti beli timbangan digital penasaran tabungan Emas bener kgk berat Ama notanya ,,https://x.com/undefined/status/2006443681793110095;Positif;
@worksfess Aku rdn ga pake lagi ku pindahin ke tabungan emas digital pegadaian. Coba invest ke saham juga tapi belinya 1-3 lot aja kalo harganya lagi turun soalnya masih belajar ,,https://x.com/undefined/status/2005961779848106425;Positif;
@worksfess Mantep nder aku yg M25 tabungan baru 40an juga main di emas digital dan rdpu aja sii,,https://x.com/undefined/status/2005608554095612070;Positif;
@tanyarlfes kalo buat invest jangka panjang mending fokus ke emas batangan/tabungan emas ya bukan perhiasan soalnya ongkos bikin perhiasan nanti kepotong pas dijual. bisa dibagi: sebagian beli logam mulia (Antam/UBS) sebagian lagi nabung emas digital di Pegadaian/bank/platform resmi ,,https://x.com/undefined/status/2005201218633896007;Positif;
Mau beralih investasi emas digital masih maju mundur ni pdhl kayanya kalo di liat provit nya lumayan menjanjikan tiap taun harga jual emas naik. Drpd tabungan ngendep di Mbanking boro boro berbunga yang ada potongan admin tiap bulan ,,https://x.com/undefined/status/1999071170399011102;Positif;
mau nanya dong klo emas digital ini misalkan nanti mau di jual..bisa dijual semua ga ya? misalkan ada 5 gram di tabungan digital..trs 5 gram ini mau di jual semua @shbt_pegadaian,,https://x.com/undefined/status/1997847593045664234;Netral;
"@Ahmadzam1919,""<b>Gold freksional reserve,, intinya uang 1kilo emas tapi yg dibelikan perusahaan cuma 10gram,, tapi di platform nya ditulis 1kilo investor masih ada,, padahal gak ada</b> ðŸ˜‚""";Negatif;
@AndiTrisna-bp6bz,banyak yg ikut2an akhirnya tertipu telak;Negatif;,
@bayumahendra1797,Apapun itu kepemilikan batu berharga harus ada wujud fisiknya;Netral;
@eluminati358,Begitulah digital cuman angka investasi yang nyata nyata saja seperri tanah rumah fisiknya ada.;Positif;
@SigitWibowo-z6n,Di jadikan perusahaaan bisa membangun 24 pabrik tuh;Netral;
@gameplaylayla-k2q,Tinggal indo doang yg beli emas digital hati hatu guys segera jual lalu beli yg fisik;Negatif;
"@infomanfaatshare6667,""Mau cripto bitcoin, mau NFT, mau emas, mau komoditi apapun yg dijadikan barang investasi digital. Ujung2nya begini. Perusahaan flatform, kalo duit udah ngumpul, dibangkrutin. Sudah banyak contohnya.""";Negatif;
@themendez7192,2 kata dongo &quot;Netral;
"@arissetiawan-j4h,""sbnrnya emas digital juga bagus klo paltfotmnya jujur. kita gk repot2 simpen segepok emak fisik di rumah yg potensi di maling. selain itu kekayaan kita jadi tdk  terlihat dan tdk memancing ormg buat maling. tapi apapun itu, yg namnya kemudahn pasti juga ada resiko terburuknya.""";Positif;
@rotterdam3789,2 kata lucu<br>Emas digital;Netral;
"@arissetiawan-j4h,""di indo, grafik emas indo itu trliht aneh. saat emas global naik, emas indi justru trun, begitupun sbliknya. itu krna yg trade itu paltform, bukn orng yg beli scara online di platform. jadi saat emas global mahal, platform jual emas, sehingga emas indo trun. saat emas global murah, platform beli emas shingga grafik naik. kita kalu beli emas secra online kalau serentak blm tntu grafiknya akan naik, krena platform tdk membeli emas fisik lngsng saat ada yg beli scra online. platform kn juga cari untung, mreka akan beli kalau harga emas udah bnr2 murah. mknya saat pembeli ingin emas fisiknya, mreka kelabakan krna duitnya tdk di blnjakan emas fisik tapi di timbun. masih mending kalau duit nasabah di pakai mreka buat trade emas juga, yg bjingan klo smpe duit nasabh di pakai untuk hal lain. model ginian itu udah jelas duit nasabah pasti di pakai dulu. mreka akan cari keuntungan sbnyak bnyaknya,mumpung ada modal.""";Positif;
"@PaijoMois,""Emas digital = emas palsu, embel embel digital wkwka""";Negatif;
@GunawanJaya-w4j6b,Sama halnya dengan nyimpan uang di bank gak sih. ? Uang kita dititipkan dan ditabubg. Bisa aja uang itu digunakan sama pihak bank;Netral;
@terddykartinian9987,Mending beli emas fisik aja simpen sendiri atau simpan emasnya di bank........;Positif;
@redcobra9588,Ngak aneh karena banyak nipu emas beli online.<br><br>Apa lagi cina. <br><br>Videonya dah banyak kok luar emas dalam cuma besi biasa atau silver.;Negatif;
@MaungPadjajaran-o3h,REPUBLIK-Telah Kuberikan.;Netral;
"@mudatuasamasaja,""Hadehh mudahan tidak di Indonesia,mudahan org2 pintar yg jd pjabat di indonesia tdk korupsi aja uda cukup mnjamin tdk bangkrut""";Positif;
@SeptianiSanti-jw2qn,InsyaAlloh d indo aman ðŸ˜Š;Positif;
"@PriJanto-w8t,""Emas itu ibarat kata Cadangan kapital kuat suatu Negara pasti dijaga ketat oleh Bank Sentral, terkait Emas Digital miriplah dgn uang yg kita tabung...palingan sekitar 30% an kapital uang Bank yg liquid..""";Positif;
@Alfachri87,Tarik semua uang kalain di emas digital;Negatif;
@akwayansejati3176,akibat harga naik gila;Positif;
"@Reinhardt57,""produk digital itu sama kayak angan <br>beli emas, tapi ngak megang emasnya, yang ada hanya angan. makanya beli emas itu bawa pulang emasnya, bukan disimpan dalam bentuk angan""";Negatif;
@rafayusuf88,Kalau untung diam-diam saja kalau rugi bercerita ðŸ˜€;Positif;
@ahmadganteng7435,Kl di Indonesia aturannya paling tidak perusahaan yg menawarkan emas digital harus punya stock emas di brankasnya dengan rasio minimal 1 banding 1.. <br>Selama aturan itu dipatuhi dan auditnya benar harusnya kejadian di China ini tak akan menular kesini;Positif;
@GuFeng-o6v4g,emas digital ? kek apa itu ??<br><br>emasnya berupa gambar AI kah ?;Netral;
"@hanfivearts3428,""Nama platform investasi emasnya adalah JWR (Jieworui) di Shenzhen, China. <br>Yang dilaporkan mengalami kolaps pada akhir Januari 2026 setelah gagal memenuhi gelombang penarikan dana besar-besaran dari para investornya. Penyebabnya dikarenakan lonjakan harga emas global yang tajam memicu investor untuk mencairkan keuntungan secara serentak. JWR tidak memiliki likuiditas yang cukup untuk memenuhi permintaan tersebut, sehingga platform akhirnya gagal bayar kepada 150.000 investornya dengan total kerugian mencapai lebih dari 10 miliar yuan (sekitar Rp30 triliun). <br>Sepertinya sih akan berakhir dgn pemiskinan total dan tembak mati bagi siapa pun yg terkait korupsi tsb.""";Negatif;
@candrarudyanto4977,Gak tutup kok.. Cuma pindah ke Jawa jadi mas eko mas bagus mas joko dll;Netral;
"@okyaneka,""Itulah kenapa emas digital itu haram, so daripada nabung emas mending nyicil aja emas""";Negatif;
"@landungwiyana,""KLO beli emas, itu harusnya seperti beli motor/mobil. Barangnya ada dan bisa dipake. Biar lebih aman. Maklum sekarang jaman penuh tipu2.ðŸ˜­ðŸ˜­ðŸ˜­""";Negatif;
@Cheng-ceng-po,China semua mau di digitalkan mau di AI kan;Netral;
@risaadyatmika7971,Beli emas ato beli nft emas ini.;Positif;
@theanimalsshort,GILA<br>NARASI DIKIT JEDA MUSIK<br>NARASI DIKIT JEDA MUSIK<br>SAMPAH SEDOT KUOTA;Negatif;
@ChieeRagiell,Ada bisnis jual beli emas modal 100jt  itu pasti jg modus;Negatif;
@SurePural,Inget ya ini platformnya MLM;Negatif;
@MarvinViu99,Sya udah pake emas digital di shopee dr thn 2021. Alhamdulilah udah meraup keuntungan lebih dr 48jt klo d hitung2.. krn nyimpannya lumayan gede. Skrng nyimpaan cuma 5gram di treasury shopee. Kemarin pertengahan januari abis jual pas harga naik. Lumayan dpt untung lg 2jt. Skrng lagi turun. Mulai di masukn lg ðŸ˜‚.;Positif;
@Hariman-iman2019,Jelas lah perusahaan bangkrut...;Negatif;
@s10pluszulyzal79,Scem;Negatif;
"@invisbletouches,""Percaya sama digitaliaasi aj udah gak masuk akal, apalagi sekarang agendanya serba digital ygperlu ditolak karena gampang di hack""";Negatif;
@kanankiri3471,Mamam ketipu bd;Negatif;
"@FernandoSembiring-m1r,""Hebat ya dicina<br>Padahal ada hukuman mati, tp masih berani bermain. <br>Itulah mengapa orang cina itu kaya kaya.""";Negatif;
@EddyR-j1w,Punya iman lah pada dasarnya manusia baikðŸ˜Šâ¤ rahmatan;Positif;
" investor diinvestasikan. Entah gagal entah belum balik emtah dipake. Giliran harga emas membuncah, investor mau ambil untung dan mencairkan emas, perusahaan kelabakan karena gak punya duitnya.""";Positif;
"@7_7777,""Emas digital, berarti si penyedia gak punya emas fisik,cuma jualan data aja?ðŸ˜‚ Wkwk terus profitnya dari mana? Emas kan biasanya naek naek naek""";Positif;
nya dibalik kaya seolah ada diseting dari awal untuk menjerumuskan Nasabahnya..<br>Orang&quot;Netral;
@TAKON25,misal nih nabung emas di dana punya 1gram di jual untung 3kalilipat;Positif;
@riyan_prof,berharap emasnya terbang sampai ke bulan wkwkwk;Positif;
"@EXRuvi,""ya iyalah,sama kyk kripto,cuman angka saja,barang nya gk ada,apa yg mau di jual oleh jws digitalnya coba?kocak dah,beda ada fisiknya maka semua akan terbayar""";Positif;
@antoniusstefanus4292,ðŸ˜‚ðŸ˜‚eðŸ˜‚ namanya jg digitalðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ rawan penipuan;Netral;
@Tsum2-n7z,Beli emas dipegadaian aman donk;Positif;
@Doniudinkk,harga emas naik terus tp platform emas digital rugi??? mungkin bayar pegawainya terlalu tinggi;Positif;
@adewijaya5244,Masi percaya emas digital pegadaian?;Netral;
"@NiniXien,""Sampai sekarang saya masih bingung,bagaimana orang orang bisa sangat percaya dengan digital.<br><br>Padahal toko aja yang kasat mata bisa kabur.<br>Apalagi yang tidak kasat mata ya kan.""";Negatif;
@peter_arifino,Semua serba digital hanya invest halu mirip MLM versi digital dari awal bagus rusak pada ujungnya;Negatif;
@triagustinah7587,Anehh masa uang udh ditangan selama bertahun-tahun giliran mau diambil ga ada;Negatif;
"@ShineRoad99,""24 T doang,korupnesia udah ribuan T biasa aja""";Negatif;
@nemesisgame2918,emas kok digital ðŸ˜‚ðŸ˜‚ðŸ˜‚ cuma bebek dungu yg beli;Negatif;
"@Safar-dq4vc,""Sudahmah secara fisik Sekarang ini demand emas sedang naik sehingga harga emas naik juga. <br>Ditambah sebagian pelaku riba yad (salah satu perusak ekonomi), yaitu emas belum dicetak fisik sudah diperjual belikan dalam bentuk digital. Sehingga hal itu semakin menambah laju demand semakin menggila dan menjadi salah satu penyebab harga emas semakin meroket.<br><br>Benarlah dalam Islam (Perintah Allah SWT) bahwa jual beli emas harus tunai (yad to yad) serta serah terima uang dan emas fisiknya di satu majelis akad (taqobudh) sehingga tidak terjadi riba yad (riba nasi&#39";Positif;
"@yanuarrizaldi8755,""Emas digital itu pembodohan, apa mereka gak belajar apa itu uang kertas? <br>Dulu uang kertas juga digunakan sebagai perwakilan kepemilikan emas, namun sekarang jadi 2 hal yang terpisah. Sekarang modus yang sama cuma beda bentuk media aja.""";Negatif;
"@SandySitompul-v4z,""kalau gitu pola pikirnya, nyimpen aset di bank pun harus hati-hati dong. Nyatanya kita semua percaya aja kok nyimpan uang dan aset kita di bank..""";Positif;
@NeoBytey,Dikira untung terus? GblokðŸ˜‚ðŸ˜‚;Negatif;
@bonæ±æ–¹ç´…,jwr = jawir xD;Negatif;
@tarsotarso1532,ada untung ada rugi harus terima kenyataan pahit ini;Positif;
@Jarox7897,Emas koq gak keliatan bentuknya. ðŸ˜‚ðŸ˜‚ðŸ˜‚.;Negatif;
"@bdwbdw9,""Saya dihongkong gara2 pas mau pulang kampung ke indonesia, bosnya agen tiket pesawat kabur.Sangat hati2.Beli emas wajib ada uang,ada barang bagiku""";Negatif;
@Aroel__,Emas koq digitalðŸ˜…. Itu barang yg dijual atau cuma angka angka di tampilan sistem saja ðŸ˜Œ;Positif;
@mariaf2087,Jualannya ke gen z sih ini klo non fisik<br>Ikutilah nasihat nenek org tua kita beli emas fisik;Positif;
@mainanaku3757,Waduh di Indonesia berikutnya nih;Negatif;
"@Abgolina1916,""Berarti duit cust gk dibeliin emas,cuma diputer buat operational dan keuntungan semata,begitu banyak yg mencairkan ya habis lah duitnya...kalau uangnya dibelikan emas real ya tinggal jual emasnya""";Negatif;
@wokosonaofficial562,Tuku emas digital podo karo goro ðŸ˜‚ðŸ˜‚ðŸ˜‚;Negatif;
"@NurCholislambelu,""Kalau untung diam diam aja ,begitu rugi koar koar,begitulah ulah investor nakal""";Positif;
@muhammadcendikia,Sudah kuduga;Negatif;
"@FujimaruR,""Kalau di Indonesia masih kecil itu, bisa dibayar dg korupsi""";Negatif;
"@onepack1918,""Judul berita tidak sesuai dgn isi video. <br><br>Judul emas digital, video emas batangan asli. <br><br>Emas digital artinya gambar emas atau foto emas atau tulisan emas, tidak ada barangnya, tidak bisa dipegang pk tangan ðŸ˜…<br><br>Oya, gimna kabar emas digital di konoha yg dipopulerkan lewat video yutub bbrp thn lalu ?""";Positif;
@fahrezafaisal6004,wah klo gitu musti jadiin fisik segera ini emas digitalnya;Positif;
@DarwinBangun-m4y,Emas digital sama seperti emas goibðŸ˜‚ðŸ˜‚;Negatif;
"@Afin5407,""Emas itu fisik, kok mau disamakan dengan coin online?ðŸ˜‚<br>Coin online juga ada yg tifu tifuðŸ˜‚""";Negatif;
@bsoda69,INVESTASI YANG PALING BENER ITU BERUPA ASET FISIK BUKAN DIGITAL... ðŸ‘ðŸ‘;Negatif;
@A-ZTvChannel,Tipu tipu bisnis emas modal sertifikat....bentar lagi di indo banyak nih yang tumbang ...;Negatif;
@s.tranggono8953,Jadi ati2 ini sama PT.PegadaianðŸ˜¢;Negatif;
@muhammadamin2367,Jangan beli XAUTðŸ˜…ðŸ˜…ðŸ˜… beli emas itu fisik batangan crypto tipu2 doang emas antam pegadaian 3.241.000 per gram di pegadaian XAUT berapa sungguh ngacok wkwkwkwk;Negatif;
@candrajayadi6587,Kabur;Negatif;
@stvsurya0914,Gak ada ampun lu di cina mkn duit org sgitu byk pasti mati urusane;Negatif;
@Uknownpati,Sama aja koruptnya ðŸ˜‚ðŸ˜‚ðŸ˜‚.;Negatif;
"@JaharmanSamaloisa,""Akibat kebanyakan gaya, bisnis emas tapi tidak siap modal ðŸ˜‚, CEO emas bangkrut di China ðŸ˜‚ ganti bisnis besi baja ðŸ˜‚""";Negatif;
"@Ss80824,""Ayokkk warga wakanda,,,segera tarik duit emas digitalmu sblm gulung tikar senasib dg chinaðŸ˜…""";Negatif;
@Motivasi.hiburan.keluarga,Bangkrut krna nasabah nya mnjual emas serentak dan narik investasi juga itu resiko ny jual beli jadi bandar logam;Negatif;
@martinmartin2181,Bntr lg konoha juga bangkrut.. ðŸ˜‚;Negatif;
"@Asshowlalelale,""Turut berdukacita, pasar kripto jg merah terbakar, ... Selamat buat yg TP dan serok2 BTC sekarang""";Positif;
"@kusakabesouji6541,""emas itu harganya gak naik, tapi uangnya yg nilainya turun (inflasi), makanya emas itu menjaga nilai harta kita dari inflasi""";Positif;
@sukronmamun2693,Duitnya ga dibeliin emas kali;Positif;
@TatiTati-cs9dc,Gak usah percaya inves2 digital deh;Negatif;
@rezachoirilfahmipanggabean6529,nekat emas digital tanpa stock fisik...;Negatif;
@gilangdirgahayu4991,Makanya beli yg fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi;Positif;
@LiaWahyuni-s5s,Kasio para investor nyaðŸ˜¢;Positif;
"@pontigame,""kasusnya EMAS DIGITAL, visualnya EMAS FISIK... <br><br>tvone. kwkwk""";Negatif;
"@reigiputra18,""Fyi, banyak bgt perusahaan emas d luar sana yang emg ga menyediakan emas fisik. Tp ada juga yg menyediakan, bijaklah dalam investasi. Jangan kemakan fomo, orang dluar sana jahat2 banyak kapitalis""";Positif;
@thebossshaha,Bitcoin mnyusul;Negatif;
"@sanzo7787,""logika aja, emas selalu naik, ini digital artinya melawan harga emas, suatu saat bakal tutup juga, kalo di indo, ada yang suka beginian artinya tunggu duit dilarikan, jangan harap logo ojk bei bisa membantu apa2, mereka hanya titip logo terima duit tanpa kerja""";Positif;
"@kusnaneffendi5646,""Sesuai syariah jual beli emas wajib tunai, makanya dengan maraknya emas digital lebih mengarah riba bahkan scam""";Positif;
@RK-hy3hv,sing keri ora keduman;Negatif;
@ahmadnufi2410,Apa bedanya dengan crypto dan bitcoin;Netral;
"@fwzjjjkfcv,""bersyukur masih untung banyak jangka panjang dibanding lu foya foya, pilih mana?""";Positif;
"@anasruls,""Alhamdulillah, dalam islam sudah diatur bahwa beli emas harus tunai, ada uang ada emas.""";Positif;
"@nagachibi,""Makanya jangan nabung emas digital, mau aja dikibulin, duit di tukar kentut, kan sinting...ðŸ˜‚ðŸ˜‚ðŸ˜‚""";Negatif;
"@dot_id,""Nah, coba itu yg pada punya emas digital, km lunasi kemudian ambil fisik langsung bisa apa berbelit dan nunggu lama ðŸ¤­ ytta""";Positif;
@DanielSilitonga-q6i,Ditunggu lejadian di Indonesia;Negatif;
"@CkMokz,""ðŸ˜‚ðŸ˜‚ Invest emas, perak, koin kok digital..ðŸ˜ŠðŸ˜Š""";Negatif;
"@mainarmainar9182,""Kek beli kucing dalam karung, ada harga tapi ga ada wujud barangny, mending fisiklah, walaupun harus berjuang ngumpulinny yg penting jelas ada barangny ðŸ˜†ðŸ˜†ðŸ˜†""";Negatif;
"@daudfm,""Itu adalah permainan gaes, sama kaya trading ga jauh beda sama judi, klo menang ya ditarik nanti ikut lagi ya habis duitnya, bitcoin? Ga jauh beda investasi yg kepingin untuk cepet mesti itu ada permainan, timothy aja dia ikut mengatur bitcoin, makanya yg pada ikut mesti untungnya lama""";Negatif;
"@RudiTabA824,""Dikonoha juga gt, coba tarik 1T rungkad itu aplikasiðŸ˜‚""";Negatif;
@Agungpurnomo-8mk,Saya beli mas digital di apk dana pas kemarin anjlok skrg naik jadi UNTUNG â¤;Positif;
@johnsuyanto5941,Haram jual beli kayak gini. Jual beli harus ada barangnya.;Negatif;
@kojiemisugi7914,Ga Kehilangan ya..nanti balik juga dengan semdirinya;Positif;
@adilputra9968,Hahaha multi level berkedok emas digital;Negatif;
@CalonGadun,Kalo aku setiap 1 gram aku tarik emas fisik nya;Positif;
"@YonKun04,""Pengalaman dlu di tokped ada fitur ginian, klo ada selisih kembalian ada program nabung emas online, eh pas programnya berhenti gk dpt apa&quot";Negatif;
@MotoZX,Itulah ada persyaratan yadan biyadin;;
"@Sulistianto,""Emas digital, bentuknya dalam bentuk foto ðŸ¤­""";Negatif;
"@vlacasarc5868,""Lagian aneh2 aja. Kalau mau digital kan udah banyak instrumen investasinya, ngapain juga invest emas ngambil digital.""";Negatif;
@MINurj,emas digital sama emas fisik itu beda...;Netral;
"@zenoctions,""Golden moments dunia di tahun 2040 an , berdasarkan riset para ahli , sekarang dan beberapa saat kedepan akan mengalami krisis finansial, cuman riset paraÂ²  ahli gak bisa juga di telan mentahÂ² jadi gw gak kaget ðŸ˜‚""";Negatif;
"@arFaZakAm777,""Salah dua2nya..<br><br>1.investor : g peduli platform atau perusahaan apapun,,kalo terjadi penarikan seluruh nasabah secara bersamaan PASTI bangkrut..sebut aja bank BCA,BRI dan bank2 lain,,sama..<br>Istilah investor sepertinya TDK cocok,mereka lebih ke spekulan..<br><br>2.JWR  : marketingnya seperti spekulan,tapi tidak siap dg liquidity nya..atau memang korup perusahaannya,,tapi bagi orang orang yg ngerti,,ini seperti aktivitas bandar yaitu pump and dump..tapi dilihat dari pergerakan pasar,,jelas dana yg di gunakan sangat besar karna mampu membuat market emas rally cepat..padahal emas adl aset dg market cap terbesar didunia.""";Negatif;
@MF-lx5qp,Beli emas baguda yg fisik;Positif;
"@kenzoliang,""Makanya gua ngakak dalam hati baca komen org2 yg kemarin gua baca emas digital juga bagus koq di Indonesia. Apa ga kenal yg namanya virus? Hacker? PT bangkrut? dll. Megang harta jgn ditangan org lain, lebih baik tuh harta yaitu emas dipegang sendiri.... takut dicuri? taro lah di safety box.""";Negatif;
@Retrospxa,EMAS FISIK is the king;Positif;
"@RuthAmera,""Toko mas digital itu seperti toko mas fisik juga (kecuali dari awal sdh niat nipu), salah spekulasi emas bisa bangkrut. Saya trader emas dan punya toko mas fisik sdh lht juga bbrp toko mas fisik bangkrut krn sdh jualan emas terlambat beli lagi, lama2 modal emasnya berkurang dan bisa hbs, bagi yg curang emas 22 karat bisa dijual dgn harga 23/24 karat. Toko mas baik digital atau fisik hrs pegang prinsip kalau emasnya sdh terjual jgn lama2 utk beli emas fisik lagi. Harga emas akan terus naik walaupun ada koreksi2 jugaðŸ˜‚""";Positif;
udah 3 kali cetak ke fisik, pengirimannya selalu tepat waktu dan kemasannya aman,;Positif;
fitur nabung otomatis tiap tanggal gajian itu yang bikin gue disiplin. bagus banget inovasinya,;Positif;
harga belinya transparan, ga ada biaya tersembunyi yang tiba-tiba muncul,;Positif;
gampang banget dijual lagi kalau butuh duit mendadak, cair dalam hitungan jam,;Positif;
udah rekomendasiin ke 5 teman, semuanya bilang puas. emang beneran bagus,;Positif;
udah 3 bulan nyoba tapi spread-nya mahal banget, tiap beli langsung rugi duluan,;Negatif;
aplikasinya sering force close pas lagi mau transaksi. nyebelin banget,;Negatif;
harga buyback-nya jauh banget dari harga beli, selisihnya bikin nangis,;Negatif;
